category,zulu_news
business,"Ibhange laseNgilandi liphakamisa inani layo eliyinhloko lenzalo elisha leminyaka eyi-15 ukulwa nokwehla kwamandla emali Ukwanda kwephuzu lekota kuya ku-5.25 per cent, obekulindeleke kakhulu yizombusazwe, kwakuyi-14th ibhange eliphakathi elihamba phambili.
"
business,"Uhulumeni uvuma i-8.15% yenzalo yesikweletu kwiSikhwama Sezisebenzi se-Foreent Fund ka-FY23 Le phrojekthi izovala izifunda ezingama-22 ezihlanganisa izindawo ezivelele ezifana neVaranasi,Prayag Raj, Agra, Mathura, ne-Aligarh, phakathi kokunye.
"
business,"Ukuhlangana kwenqubomgomo yezezimali: I-RBI icela amabhange ukuthi abeke eceleni i-CRR eqhubekayo Amabhange azogcina i-CRR eqhubekayo ka-10% ngokunyuka kwamadiphozithi phakathi kukaMeyi 19 noJulayi 28, kusukela ebusuku ukuqala ngo-Agasti 12, uMbusi we-RBI uShaktikanta Das esitatimendeni sakhe senqubomgomo yezezimali.
"
business,"Icala lemalimboleko ye-Videocon-ICICI Bank: Izinto ezanele zokuqinisa izinsolo ezibhekiswe kuChanda Kochhar, abanye, kusho inkantolo Njengoba kuhlolwe ngamafemu wokuthengisa aholayo i-Argus Media ne-S & P Global Platts, i-Urals ngonya iphule izinga lentengo elibalulekile lama- $ 60 ngomgqomo ngamunye kuleli sonto.
"
business,"Akwaziswa kwi-CEO ye-BYJU, inkampani yabazali mayelana nokwephulwa kwe-FEMA: I-ED Le nhlangano ithe iqale uphenyo ngesisekelo sezikhalazo ezahlukahlukene mayelana nokutshalwa kwezimali kwamanye amazwe okutholwe yinkampani viz M / S Think and Learn Private Limited kanye nokuziphatha kwebhizinisi kwenkampani.
"
business,"I-RBI iqinisa izinqubo zokubheka ukuqhubeka kokubolekwa ngababolekisi ngamabhange e-AIFs nama-NBFCs, okuyizinhlangano ezilawulwayo (RE) ngaphansi kweReserve Bank of India (RBI), zenze ukutshalwa kwezimali emayunithi e-AIF njengengxenye yemisebenzi yabo ejwayelekile yokutshala imali.
"
business,"I-Netweb Technologies ihlanganyela enza i-stellar debut, uhlu ku-89.4% premium ekuhwebeni Kuze kube manje ngoJulayi, ukungeniswa okungahleliwe kweNdiya kulinganiselwe kuma-million angu-4.64 emigodini ngosuku (bpd), kwehle cishe ku-40,000 bpd kuqhathaniswa noJuni futhi okuphansi kakhulu kusukela ngoNovemba 2022, idatha ye-Kpler ikhombisa.
"
business,"UZomato ubeka inzuzo yokuqala yesine kusukela kuhlu lwe-2021 UZomato ubike inzuzo yama-rupee ayizigidi ezingama-20 ($241,861.37) ngekota eyaphela ngoJuni 30.
"
business,"Ukuncika kweNdiya kumkhiqizo wemvelo ongenisiwe kukhuphuke kuye ku-88.3% ngo-Ephreli-June Uhulumeni uchitshiyele inqubomgomo yokuthumela kwalolu hlobo lwelayisi kusuka ku-'Mahhala ngomsebenzi wokuthumela ngaphandle kuka-20%' kuye ku-'Venqatshelwe' ngokushesha.
"
business,"URupee uhlala phansi ngo-83.20 uma uqhathanisa nedola laseMelika Inkomba yedolobha, ekala amandla we-greenback ngokumelene nebhasikidi yezimali eziyisithupha, ibihweba phansi ngo-0.13 per cent ngo-101.36 ngoLwesihlanu.
"
business,"I-India izosala umnotho ophansi phakathi ngo-2047 uma izinga lokukhula lingephezu kuka-6%: URaghuram Rajan Ekhuluma nohlelo eHyderabad, i-Economist ithe uma izwe lingakhuphuki ngokushesha, lizokhula lidala (ngokuhlubuka) ngaphambi kokuba libe ncisheka, okusho ukuthi kunomthwalo wabantu asebekhulile okufanele babhekane nawo ngaleso sikhathi.
"
business,"Uhulumeni uletha i-Goods and Services Tax Network ngaphansi kwe-PMLA Ngo-Okthoba 2022, i-RIL ithe izochitha izinsizakalo zayo zezezimali ezizobe zikhona ku-RSIL, ezizoqanjwa kabusha ngokuthi yi-Jio Financial Services Ltd (JFSL).
"
business,"ISensex ivala amaphuzu ayi-165; Ama-Nifty avale amaphuzu angama-19,413.75 Inkantolo ekhethekile eMumbai yaqaphela icala le-CBI ngoLwesithathu, yakhipha amaphoyisa abasolwa ukuthi ahambe phambi kwayo ngenyanga ezayo.
"
business,"I-Nifty 50 isethwe inyanga embi kakhulu ngonyaka ka-2023 njengoba amasheya e-IT engeza ezinkingeni Ukukhathazeka okuphathelene nengxabano yaseMiddle East kuphinde kwaholela ekwandeni kwamanani kaphethiloli, okuyinkinga kubangenisi benethi abanjengeNdiya.
"
business,"Ukukhishwa kwemboni kuthatha izinyanga ezi-3 okusezingeni eliphezulu Inombolo yokukhiqiza i-PMI ka-Agasti ifikile ngosuku ngemuva kokukhululwa kwedatha ye-Ephreli-June GDP, ekhombisa ukuthi umnotho waseNdiya ukhule ngezinga eliphakeme lamakhathi amane u-7.8 per cent, kabanzi ngokuhambisana nokulindelwe.
"
business,"India ukwethula inkundla yokuqalisa i-BRICS ukwenza lula ukusebenzisana phakathi kosomabhizinisi: UPiyush Goyal India uzokwethula inkundla yokuqalisa iBRICS kulo nyaka ukwenza lula ukusebenzisana nokwabelana ngezindlela ezinhle kakhulu phakathi kwabatshalizimali, ama-incubator nabafisa osomabhizinisi, uNgqongqoshe Wezohwebo Nezimboni uPiyush Goyal uthe.
"
business,"Ukuthengiswa kwamasu we-Pawan Hans: Isikhungo sikhipha isinqumo somthengi 'Ezindabeni zobumfihlo' Funda ukuze wazi ukuthi ukubolekwa kwemali yasekhaya kuza nezinzuzo zentela yekhaya ezivumela ababolekisi bemalimboleko yasekhaya ukuthi bonge inani elikhulu lemali intela unyaka nonyaka.
"
business,"Ababolekisi abazinxuswanga ngesiphakamiso sikaVedanta sokuhlukaniswa kwamayunithi ayisithupha: Ababolekisi abasemthethweni abazinxuswanga ngesiphakamiso sikaVedanta Ltd sokuhlukanisa inkampani yaba ngamayunithi ayisithupha azimele njengoba kulindeleke ukuthi kuncishiswe ukusebenza kwemali egeleza emabhizinisini futhi kwandiswe ukuhlukahluka kwemali.
"
business,"Izinhlangano zemboni yedayimane zicela amalungu ukuthi ayeke ukungeniswa kwedayimane elibi Isiyingi sikhishwe ngokuhlanganyela ngoLwesibili yi-Gem Jewellery Export Promotion Council (GJEPC), uBharat Diamond Bourse, uSurat Diamond Bourse, iMumbai Diamond Merchants Association kanye ne-Surat Diamond Association.
"
business,"Izimakethe zesitoko zivala ngaphezulu ekuthengeni okwenziwe nge- Fag-ekupheleni; i-Snap ukwehla kwezinsuku ezimbili I-30-share BSESensex ikhuphuke ngamaphuzu angama-204.16 noma amaphesenti angama-0.31 ukuxazulula ku 66,174.20 ekuhwebeni okunamandla. Ngosuku, lishaye ukuphakama okungu-6,256.20 nokuphansi okungu-65,906.65.
"
business,"I-RBI ivimbela amabhange ukuthi akhokhe intela yesigwebo, ivumela ukuba afaka amacala 'afanelekayo' Amabhange nezinye izikhungo zokuboleka ngeke zivunyelwe ukukhipha intela kusukela ngoJanuwari 1, 2024, kusho i-RBI esazweni sayo esithi 'Fair Lending Practice-Penal Charges in Loan Accounts'.
"
business,"I-China ukuhlinzeka ngokuvikelwa kwe-consulate kubasebenzi be-Vivo abagcinwe eNdiya; Uthi uyawaphikisa amalungelo ebhizinisi layo I-Enforcement Directorate ibophe abaphathi abathathu be-vivo-India ngesonto eledlule ngecala lokushushumbiswa kwemali okwenziwa ngumenzi we-smartphone waseChina nabanye.
"
business,"Ababambe amalungelo e-Evergrande bamangazwe yizithiyo zokulawulwa kwezikweletu ze-China Evergrande Group's offshore bondholder group uthe ngoMsombuluko kuyamangaza isimemezelo samanje sonjiniyela wezakhiwo sokuthi uhlelo lwayo lokuhlela kabusha izikweletu olwandle lwehluleke ukuhlangabezana nezidingo zokulawulwa.
"
business,"ISensex iqhamuka kumaphuzu angama-489, ukuthuthuka okungu-Nifty kuya ku-19,133; yonke imikhakha eluhlaza kuphakethe le-30-shareSensex, iBajaj Finance neTech Mahindra kuphela ezivaliwe encwadini engalungile.
"
business,"""Ukuthunyelwa welayisi ye-basmati kungathinta ukuhlaselwa kweLwandle Olubomvu"" Omunye umzila ungathinta nokuthunyelwa kweNdiya welayisi eside yempuphu eGibhithe nakwamanye amazwe aseYurophu, kusho lesi sikhulu, sicela ukudalulwa.
"
business,"Tata Motors ubeka inzuzo wesine ilandelana yesine njengoba JLR yokuthengisa jump Tata Motors posted a inzuzo wesine ilandelana yesine ngoLwesine njengoba yokuthengisa okukhulu izimoto zayo yokunethezeka Jaguar Land Rover (JLR) ukukhuthaza margins.
"
business,"I-rupee iwa ngamaphesenti amane kuya ku-83.32 ngokuhwebelana kwangaphambili Ngesikhathi sokushintshana kwamanye amazwe, i-rupee ivule ku-83.31 ngokumelene nedola. Ithinta ukwehla kwe-83.32 emathikhilini okuqala, ibhalise ukuwa kwamaphesenti amane ngaphezulu kokuvalwa kwayo kwangaphambilini.
"
business,"Amanani ezinto ezibalulekile zokudla azohlala ezinzile ngesikhathi samaholide: UNobhala Wezokudla Isinqumo sokuvumela ukuthunyelwa ushukela emazweni angaphandle ngonyaka wokumaketha wama-2023-24 (Okthoba-September) sizothathwa ngemuva kokuthi uMnyango Wezolimo uphume nezilinganiso zokukhiqizwa kushukela, kusho uNobhala Wezokudla we-Union Food uSanjeev Chopra.
"
business,"Ukuthunyelwa kwezimpahla zaseNdiya kwehla kufinyelele ezinyangeni eziyisishiyagalolunye eziphansi kwe- $ 32.25 bn ngoJulayi Lokhu kuholele ekunciphiseni ukungasebenzi kwezimboni ku- $ 20.67 billion ku- $ 25.43 billion ngoJulayi 2022.
"
business,"Uhulumeni angahle ayeke ukuvinjelwa kwama-laptop ngonyaka - kepha izimo ziyasebenza Lesi sinyathelo siza ngemuva kwenyanga umzamo weCentre wokubeka imfuneko yamalayisense ukungeniswa kwamalaptop namakhompyutha akho abhekane ne-pushback enamandla evela embonini, siphinde siphinde sihlehle ukuqaliswa komyalelo kuze kube ngumhla ka-Okthoba 31.
"
business,"I-Netweb Technologies IPO ivula namuhla: Konke odinga ukukwazi Esikhathini se-intraday, iSensex yathinta irekhodi eliphakeme elingu-6,656.21, kuyilapho i-Nifty ithinte u-19,731.85 okokuqala ngqa.
"
business,"Izindaba zomshayeli zisemuva kwethu; inkampani yezindiza 'efile esemelana' nesivumelwano sokungahlaseli kwabashayeli bezindiza: I-Akasa Air CEO I-Akasa Air, eyayihamba isikhathi esingaphezu konyaka, inabashayeli abangaphezu kuka-450 futhi inani lizokhuphuka njengoba landa imikhumbi evela ezindizeni ezingama-20 manje.
"
business,"Ukuthengiswa kwemithi yokufakelwa kukhuphuke yize i-Paddy Monsoon I-subsidy ye-fertilizer, eyaba ngu-Rs 81,124.33 crore ngonyaka ka-2019, yakhuphukela kuma-Rs 124,921.74 crore ngo-2020-21, ama-Rs 153,758.10 crore ngo-2021-22 kanye nama-Rs 251,339.35 crore ngo-2022-23, ngenkathi isabelomali sitholakale kuma-Rs 175,099.92 crore ngonyaka wezimali.
"
business,"Umnotho osemthethweni uba ungowokudigital futhi usobala kubabolekisi... kunokucaca encwadini yesikweletu: IFederal Bank MD Srinivasan ithi isidingo sasemakhaya sesiqale ukuqoqa. Ukholelwa ukuthi ukwehla kwamanani, okwamanje okuyingaphezu kweReserve Bank of India's (RBI) indawo yenduduzo, kuhamba ngendlela efanele.
"
business,"ISensex ikhuphuka ngamaphuzu angama-320, ukuthuthuka okungama-Nifty kuya ku-19,637; odokotela bezokunakekelwa kwempilo kanye nezitoko zensimbi zihlangana Esikhathini se-intraday, iSensex yakhwela amaphuzu angama-643.33, noma ama-0.98 per cent kuya ku-6,151.65, kanti ama-50 angama-50 athinta ukuphakama kosuku lwangaphakathi okungu-19,726.25, khuphuke ngamaphuzu angama-202, noma amaphesenti ayi-1.
"
business,"Umkhawulo we-UPI ukuba ngama-Rs 5 lakh uma ukhokha izibhedlela nezikhungo zemfundo Ibhange eliphakathi liphakamise ukususwa kwesidingo se-Extra Factor of Authentication (AFA) sokuthengiselana kuze kube ngama-Rs 1 lakh kulezi zigaba ezilandelayo: Ukubhaliswa kwezimali ezihlangene; ukukhokha kwe-premium yomshuwalense; nezinkokhelo zekhadi lesikweletu.
"
business,"Uhulumeni umema izicelo ezivela kubathengisi bokunikezwa kwesilinganiso sekoroyi sokuqalisa ukuqinisekiswa kwezinto eziningi iBhutan Biometrics-based multi-factor starting Biocube yaqala ukusebenza ngokugcwele kulo nyaka futhi yaqala ukusebenza ngokugcwele kulo nyaka okulindele ukuthola imali eyi- $ 24 million.
"
business,"Ukuqokwa kukaByju kwenkosi yase-upGrad u-Arjun Mohan njenge-CEO yebhizinisi lamazwe omhlaba i-Akasa Air kulindeleke ukuthi igcwalise unyaka owodwa wokuhamba ngenyanga ezayo, futhi ngamazwi kaDube, ""sidlule okulindelwe.""
"
business,"I-India ingahlose ukwanda okuphindwe kane komnotho; Ama-MDB anethuba lokugcina lokubhekana nezinkinga zomhlaba: ULawrence Summers Ngesikhathi ebuzwa ukuthi ngabe ama-MDB amasha angakhiwa yini ikakhulukazi ukubhekana nezinkinga ezinjengokuguquka kwesimo sezulu, uSummers wathi iseluleko sakhe ezikhungweni eziningi ezahlukahlukene kuzobe kuhamba kakhulu kuleyo ndlela.
"
business,"UMnyango Wezezimali ugxeka ukugxekwa mayelana 'nentengo' ye-GDP Ngamanye amagama, ukukhula njengoba ngamunye Income Approach kwaba phansi. Uma kusetshenziswa indlela yokusebenzisa imali, bekuyobe kuphakeme kune-7.2% kubikwe ngo-FY23 futhi kuphakeme kune-9.1% kubikwe ngo-FY22, ""kusho le nkonzo kulolu chungechunge lwama-tweets ngoLwesihlanu.
"
business,"Izinhlelo zokusebenza zokubolekisa ezenkohlakalo ziqhutshwa mahhala ezinkundleni zokuxhumana. Nansi indlela izinhlelo zokusebenza zokubolekisa mbumbulu ezikhangisa ngayo mahhala ezinkundleni zokuxhumana, ziziveza njengababalawuli bezimalimboleko noma ama- aggregators mboleko, noma ngisho nomlindi wokupheka iresiphi yokudla.
"
business,"Ukuvezwa kwamabhange kuma-NBFC kwehle izikhathi ezingama-3.8 kusukela emazingeni okuqala we-2018; Ama-MFs anquma ukuvezwa ngo-31.4% Ukuvezwa kwama MFs kuma-NBFC kwawa kusuka kuma-Rs 2.31 lakh crore ngo-2018 kuya kuma-Rs 1.58 lakh crore ngo-Okthoba 2023.
"
business,"I-SBI ibeka inzuzo enkulu kakhulu yesine, ilinde ukulondoloza ukukhula kwesikweletu ku-16-2016% kwikhwalithi yempahla ye-FY24 SBI ithuthukisiwe, ngempahla ephelele engasebenzi (NPAs) yehla yaya ku-2.76 per cent kusuka ku-3.91 per cent.
"
business,"Izimakethe zokulingana zixazulule phansi ngokuhweba okunamandla I-rupee yehle ngama-paise ama-2 ukuxazulula ku-83.34 (okwesikhashana) ngokumelene nedola laseMelika ngoLwesine ngenxa yokuphuma kwe-FII kanye nezintengo zendawo ezibuthakathaka.
"
business,"Ukwehluleka ukuhamba nophethiloli, amanani entengo kadizili ngaphambi kwezinhlolovo ze-2024 LS ukuze kuncishiswe inzuzo ye-OMCs: Yize amanani kaphethiloli nodizili engalinganiswanga, la ma-OMC amathathu esikhathini esidlule agcine amanani kaphethiloli eqandisiwe ezungeze ukhetho olusemqoka, ikakhulukazi uma amazinga omhlaba ecindezela ukwanda kwentengo.
"
business,"Amaphethini amnyama: Uhulumeni ukhiphe imihlahlandlela yokubonisana nomphakathi La maphethini amnyama adukisa abantu ukuthi benze okuthile ekuqaleni abangafuni ukukwenza, njengokukhokhela izinto noma izinsizakalo abangahlosile ukuzithenga.
"
business,"Qaphela amakhasi mbumbulu azama ukudlula njenge-The Indian Express Lawa makhasi ewebhu mbumbulu aklanyelwe ukubukeka afanayo nalawo we-Indian Express. I-masthead ibukeka ifana, ngisho nezigaba nama-bylines asetshenziselwa ukukhohlisa. Ukufana kugcina lapho: okuqukethwe, ngolimi olulingisa i-drone, yakhelwe ukukudukisa. futhi imvamisa kungaphezu kokusobala.
"
business,"I-Sebi yandisa ukuphendula kwabaphathi be-MF Ngenkathi yenqaba ukunweba isikhathi, iNkantolo eNkulu yaseDelhi ngoJuni 1 yaqondisa iSpiceJet ukuthi idiphozi ngokushesha i- $ 75 crore okumele ikhokhwe kuMaran naseKal Airways yakhe ngentshisekelo yomklomelo ongenacala.
"
business,"Ukungena ezimalini ezincane ezirekhodiwe eziphezulu ngama-Rs 5471.75 cr ngoJuni Uhlu lokugcina lwabafakizicelo abazoba yizisombululo luzomenyezelwa ngo-Agasti 19, ngokusho kwesaziso somphakathi esikhishwe uchwepheshe wesixazululo uShailendra Ajmera.
"
business,"IJapan yethula uphenyo lokulwa nokuhweba ngokumelene nokuhweba kweGoogle I-Japan Fair Trade Commission (JFTC) ithe izophenya ukuthi ngabe iGoogle yephula umthetho we-Anti monopoly Act waseJapan.
"
business,"Imikhiqizo ifike ku-6.21% ku-USD 33.57 billion ngo-Okthoba; ukuhweba kwehle kakhulu ku-USD 31.36 billion: UNobhala Wezokuhweba kaHulumeni uSunil Barthwal uthe izinombolo zokuhweba ngo-Okthoba zibonisa 'izithelo eziluhlaza' zokutakula ekuthunyelweni okuphumayo.
"
business,"UMaruti ukukhipha amasheya we-Rs 12,841 crore e-SMC ngoba isitshalo saseGujarat Ukucatshangelwa kokuthenga okukhokhwa yinkampani ukuthenga amaphesenti ayi-100 amasheya okulingana we-SMG azokhishwa ngendlela yokukhipha nokuhlukaniswa kwamasheya okulingana angama-1.23 crore enkampani abhekane nenani lama-Rs 5 lilinye ku-SMC, ngentengo yama-Rs 10,420.85 nge share equity, ngokwesicelo.
"
business,"Ukutholwa kwama-CBDC kungenza izinkokhelo ezihamba phambili zenze imali ehamba phambili: UMbusi we-RBI Das UMbusi we-RBI uthe i-RBI ikhulisa kancane kancane amabhange e-CBDC emabhange amaningi, amadolobha, abantu namacala wokusebenzisa.
"
business,"Hamba uhlelo lokuqala lokuvuselela: I-DGCA ukuhlola imibhalo, yenze ukucwaningwa kwamabhuku ngaphambi kokuqala ukusebenza Umlawuli wezomoya i-DGCA uzohlola imibhalo ethulwa yi-Go First ehlobene nohlelo lokuvuselela futhi uzokwenza nokucwaningwa kokulungiselelwa kokusebenza ngaphambi kokuvumela umphathi ukuthi aqale ukusebenza.
"
business,"UMkhandlu we-GST ukuxoxa ngokuxhaswa kwesabelomali ezintabeni, ezifundeni zasenyakatho-mpumalanga, ukushaja imali kuma-MVUS Iqembu lakhiwa yiPhini likaHulumeni we-RBI uT Rabi Sankar ukubuyekeza isikhundla se-rupee njengemali yomhlaba wonke kanye nokwakha imephu yomgwaqo yokwenza imali yasekhaya ibe ngamazwe.
"
business,"ISensex yehla ngamaphuzu angama-299, i-Nifty ivalwa ngo-19,666; I-ITC ithangisa ngaphezulu kuka-4%, inkomba ye-FMCG yehla ngo-2% Ekuxhumaneni noSukalp Sharma, uBoshoni ukhuluma ngamandla amanje ezimakethe zikaphethiloli zomhlaba kanye nomthelela wabo eNdiya, umbono wokufuna uwoyela oqhubekayo, kanye nomthelela ongahle ube khona wegesi yemvelo, evuthayo, kanye nophethiloli wesikhathi esizayo njenge-hydrogen eluhlaza ekuguqukeni kwesimo samandla emhlabeni jikelele.
"
business,"U-Amit Shah ukhiphe ama-Rs 10,000 lilinye ku- 112 abatshalizimali abancane abahlala ezinkampanini ezine zaseSahara U-Amit Shah waqala inqubo yokubuyisela imali etholwe kanzima ngama-crores abadonsi bezinkampani ezine zaseSahara Group ngokudlulisela i-Rs 10,000 lilinye ku- 112 abatshalizimali abancane.
"
business,"I-India izokwenza isilinganiso sokukhula esiphezulu kakhulu phakathi kwemnotho emihlanu ephezulu esikhathini esizayo esibonwayo: UNobhala Wezezimali UNobhala u-T V Somanathan uthe i-India izoqhubeka nokubeka isilinganiso sokukhula esiphezulu kakhulu phakathi kwemnotho emihlanu ephezulu emhlabeni esikhathini esizayo esibonwayo futhi yacela i-diaspora yaseNdiya ukuthi isebenze njengesishukumisi futhi yengeze imizamo kahulumeni yokwenza i-India ibe yithuba elikhulu.
"
business,"Abatshalizimali bacebe ngama-Rs 2 lakh cr njengezikali zeSensex Izitayela ze-Optimistic ezimakethe zomhlaba ngemuva kokuthi i-US Federal Reserve igcine izinga layo eliyinhloko lenzalo lingashintshiwe futhi kwaphawula ukwehla kwezinga ngonyaka ozayo kanye nokungena okuqhubekayo kwezimali zangaphandle bekukhiphe umkhankaso kumasheya.
"
business,"ISensex ithatha umgwaqo wokulahlekelwa kwezinsuku ezi-3, igxumela kumaphuzu angama-350, ithuthukela amaphuzu angamashumi amahlanu, i-Nifty iqhubekela phambili ku-19,774; L & T, ababambiqhaza abaphezulu be-ITC Ukuqonda kokuqala ngemuva kwesinqumo soMkhandlu we-GST ukuthi uhlaka lokusebenzisa luzonqunywa emithethweni ezokhishwa nguMnyango Wezezimali.
"
business,"I-IMF ibheke kubi ngomnotho womhlaba eshiywe 'ukwanda' yizisulu njengomphumela wempi yaseRussia I-IMF ithe ilindele ukuthi ukukhula komnotho emhlabeni kunciphe kuye kumaphesenti ama-2.9 ngonyaka ka-2024 kusuka kumaphesenti amathathu okulindelwe kulo nyaka. Isibikezelo sonyaka ozayo sehle ngephuzu kusuka kumaphesenti amathathu abikezela emuva ngoJulayi.
"
business,"Ukutshala izimali eMnkandla uHulumeni uthe uHulumeni ubeka imali eningi ekukhuleni komkhakha wezokuxhumana: UMos IT Ekhuluma nezintatheli, uthe uhulumeni ubeka izimali futhi ukhulisa inani lemakethe jikelele lomkhakha wezokuxhumana.Ungeze ngokuthi lo mkhakha udlala indima enkulu ekwandiseni ubukhulu bomnotho wedijithali.
"
business,"I-India izovela njengomnotho wesithathu ngobukhulu bomhlaba ngonyaka we-2027: i-FM uNirmala Sitharaman ""Akuyona ngaphandle kwezinselelo zayo zezombusazwe futhi izingxabano eziqhubekayo e-Israel naseGaza iwukubonakaliswa okukhathazayo kwalezi"": UNirmala Sitharaman on India-Middle East-Europe Connectivity Corridor (IMEC)
"
business,"Tata Motors intengo yamasheya ikhuphuka ngemuva kwemiklomelo yemiklomelo yenkantolo yokutshala izimali zeSingur Isitshalo seSingur, njengamanje esivaliwe, ekuqaleni sasungulwa ukwenza izimoto ze Tata Nano ngokutshalwa kwezigidigidi zamarandi eziyizinkulungwane eziyishumi.
"
business,"I-ONDC inikeza amathuba amakhulu okukhula kwezinsizakalo zezezimali, ukukhiqiza, i-e-commerce, imikhakha yezolimo: UDeloitte Uhlelo lukahulumeni lwe-ONDC luhlinzeka ngepulatifomu enkulu yokukhula kwemikhakha emine ebalulekile, kufaka phakathi izinsizakalo zezezimali, ezolimo, ukukhiqiza, kanye nokuthengisa kwe-e-commerce, kusho umbiko weDeloitte ngoLwesine.
"
